feature,importance
v_dpc_HN,0.00025717626
v_dpc_AN,0.00024903961
v_dpc_GL,0.00024711541
v_dpc_CW,0.00023751917
v_dpc_IP,0.00023161649
v_dpc_WY,0.00020329675
v_dpc_SY,0.00016767163
v_hydro,0.00016518064
v_dpc_TM,0.0
v_dpc_ND,0.0
v_dpc_NE,0.0
v_dpc_NH,0.0
v_dpc_GQ,0.0
v_dpc_SM,0.0
v_dpc_SN,0.0
v_dpc_PE,0.0
v_dpc_HE,0.0
v_dpc_NW,0.0
v_dpc_NT,0.0
v_dpc_SH,0.0
v_dpc_FM,0.0
v_dpc_RY,0.0
v_dpc_SD,0.0
v_dpc_SW,0.0
v_dpc_PW,0.0
v_dpc_RI,0.0
v_dpc_QC,0.0
v_dpc_RR,0.0
v_dpc_NQ,0.0
v_dpc_QG,0.0
v_dpc_KC,0.0
v_dpc_KM,0.0
v_dpc_PR,0.0
v_dpc_PP,0.0
v_dpc_PN,0.0
v_dpc_PT,0.0
v_dpc_NM,0.0
v_dpc_NP,0.0
v_dpc_TK,0.0
v_dpc_TH,0.0
v_dpc_HK,0.0
v_dpc_HM,0.0
v_dpc_YR,0.0
v_dpc_HG,0.0
v_dpc_HT,0.0
v_dpc_YY,0.0
v_dpc_YK,0.0
v_dpc_YM,0.0
v_dpc_YP,0.0
v_dpc_YQ,0.0
v_dpc_MV,0.0
v_dpc_MS,0.0
v_dpc_FE,0.0
v_dpc_VI,0.0
v_dpc_VE,0.0
v_dpc_VH,0.0
v_dpc_DW,0.0
v_dpc_FD,0.0
v_dpc_FC,0.0
v_dpc_GC,0.0
v_dpc_VC,0.0
v_dpc_TW,0.0
v_dpc_IC,0.0
v_dpc_HR,0.0
v_dpc_YT,0.0
v_dpc_YW,0.0
v_dpc_MM,0.0
v_dpc_MQ,0.0
v_dpc_RF,0.0
v_dpc_RE,0.0
v_dpc_QW,0.0
v_dpc_QT,0.0
v_dpc_QR,0.0
v_dpc_QQ,0.0
v_dpc_QM,0.0
v_dpc_WQ,0.0
v_dpc_WS,0.0
v_dpc_WR,0.0
v_dpc_WT,0.0
v_dpc_WP,0.0
v_dpc_MP,0.0
v_dpc_YA,0.0
v_dpc_YD,0.0
v_dpc_RH,0.0
v_dpc_YE,0.0
v_dpc_YF,0.0
v_dpc_YG,0.0
v_dpc_YH,0.0
v_dpc_WV,0.0
v_dpc_WW,0.0
v_dpc_WA,0.0
v_dpc_VW,0.0
v_dpc_WG,0.0
v_dpc_WE,0.0
v_dpc_WD,0.0
v_dpc_WC,0.0
v_dpc_WK,0.0
v_dpc_WI,0.0
v_dpc_WH,0.0
v_dpc_WM,0.0
